81.17,
85.6293,
82.8353,
87.55420000000001,
85.7283,
87.44619999999999,
83.4277,
85.0767,
84.87680000000002,
85.4591,
87.2329,
87.86730000000001,
83.3556,
84.12659999999998,
85.70559999999999,
80.78970000000001,
87.1495,
87.3847,
83.42490000000001,
84.9928,
83.36179999999999,
90.77804440000001,
82.5177,
86.3601,
86.9605,
87.8807,
82.76270000000001,
88.32000000000001,
88.3296,
144.1230519,

81.1654,
81.1712,
81.1719,
82.8321,
85.6327,
82.83449999999999,
87.55259999999998,
87.45179999999999,
83.3721,
87.86589999999998,
83.4256,
82.5138,
89.7856,
84.87780000000001,
88.3271,
84.1287,
87.88040000000001,
84.987,
85.07750000000001,
83.4254,
83.5424,
84.6827,
86.3581,
88.9111,
83.3631,
84.99569999999999,
82.32119999999999,
88.32359999999998,
88.31989999999999,
88.3207,

81.0951,
81.16810000000001,
81.16780000000001,
81.16879999999999,
81.16400000000002,
88.3364,
88.3318,
86.36580000000001,
85.63159999999998,
85.4833,
83.3681,
80.7711,
83.54959999999998,
83.36760000000001,
84.9947,
87.38059999999999,
85.7538,
84.68050000000001,
88.32300000000001,
85.4312,
86.35979999999999,
83.3646,
87.5515,
83.3513,
83.4256,
87.54440000000001,
88.32930000000002,
89.7843,
84.1237,
82.8254,

79.20349999999999,
81.10019999999999,
81.1707,
81.1022,
81.09870000000001,
85.62989999999999,
85.1901,
86.3708,
88.33109999999999,
83.36269999999999,
89.51329999999999,
83.56960000000001,
83.80730000000001,
83.37140000000001,
83.5525,
87.38090000000001,
84.6788,
84.99519999999998,
90.224,
87.088,
87.37770000000002,
84.6799,
86.2469554,
89.7868,
87.37750000000001,
88.32399999999998,
85.925,
83.4247,
83.36890000000001,
82.3852,

79.206,
79.2508,
83.1822,
81.1702,
79.2071,
83.26400000000001,
81.102,
85.195,
85.97200000000001,
86.3665,
85.19199999999998,
79.2049,
85.63250000000001,
83.77540000000002,
83.3579,
83.56880000000001,
81.09580000000001,
83.3703,
81.09479999999999,
83.8108,
85.66190000000002,
83.3689,
88.3273,
84.99229999999999,
84.6802,
84.6824,
88.3253,
83.55170000000001,
87.4769,
90.21789999999999,

85.97579999999999,
86.3711,
79.2014,
79.6387,
80.7758,
81.16420000000001,
79.2478,
79.20240000000001,
85.53569999999999,
85.19480000000001,
83.3751,
83.6202,
84.9991,
85.6327,
85.1944,
83.18159999999999,
87.8921,
91.497,
85.75829999999999,
83.5685,
81.0977,
84.0085,
84.99629999999999,
87.0922,
85.9189,
84.68350000000001,
83.3565,
88.323,
88.32289999999999,
87.8838,

85.9778,
86.36800000000002,
87.0989,
85.54029999999999,
86.3678,
85.19270000000002,
83.3754,
79.63969999999999,
84.20689999999999,
79.20430000000002,
81.1678,
84.01209999999999,
82.79199999999999,
80.7781,
81.1019,
82.8427,
83.0331,
81.0981,
85.72900000000001,
82.83539999999999,
81.16799999999999,
79.63910000000001,
87.8244,
85.93120000000002,
83.6138,
83.46790000000001,
83.56530000000001,
83.02950000000001,
83.5913,
85.9274,

86.3713,
85.97829999999999,
85.53980000000001,
85.9773,
84.21000000000001,
83.81500000000001,
79.20630000000001,
84.0059,
81.1713,
85.97210000000001,
82.8408,
80.8267,
85.933,
83.0296,
85.5368,
83.81559999999999,
85.7312,
87.8211,
87.827,
81.09600000000002,
80.77619999999999,
83.7664,
81.61200000000001,
83.3254,
83.59799999999998,
85.73,
81.40220000000001,
83.5633,
87.8849,
82.8343,

85.97659999999999,
85.53529999999999,
86.37180000000001,
87.901,
86.3706,
87.9394,
85.53569999999999,
85.98060000000001,
86.3685,
87.9418,
81.16890000000001,
81.27089999999998,
81.09750000000001,
85.979,
83.5687,
80.77470000000001,
84.20320000000001,
85.7357,
87.825,
81.16400000000002,
83.02779999999998,
80.7803,
83.1754,
80.77720000000001,
81.4073,
83.32430000000001,
80.7683,
84.98400000000001,
82.83009999999999,
81.2997,

86.37110000000001,
85.5385,
86.3715,
85.9794,
86.37089999999999,
85.97810000000001,
85.9766,
86.3717,
86.37039999999999,
87.50850000000001,
85.97779999999999,
87.89849999999998,
84.21189999999999,
79.3027,
81.16839999999999,
81.17070000000001,
83.136,
87.434,
85.977,
81.1696,
83.9624,
79.2468,
80.7734,
81.16740000000001,
87.826,
85.73140000000001,
85.0959,
91.510925,
81.40230000000001,
81.30330000000001,
