35.076642500000005,
41.7648962,
45.8154248,
41.10185859999999,
43.519426200000005,
43.4535025,
53.3116112,
55.35618000000001,
56.2557063,
58.146894999999994,
56.457029899999995,
57.341443600000005,
63.3029723,
66.68447,
67.2148163,
73.16495370000001,
68.35634759999999,
68.2377513,
72.3076264,
71.4475112,
74.2109436,
66.944057,
75.2799838,
71.6070301,
72.42692739999998,
72.90069869999999,
81.2615224,
78.40525240000001,
84.92347509999999,
122.9427928,

38.27254369999999,
40.4628013,
41.2018887,
43.2534538,
40.619786399999995,
49.92606879999999,
46.1830437,
53.1974375,
60.689797399999996,
57.8168851,
63.81477629999999,
65.04760990000001,
57.944946000000016,
63.921086,
60.767431099999996,
65.80235239999999,
62.0942638,
65.6434151,
65.76101980000001,
68.9574949,
68.9895051,
69.6424549,
69.5616789,
70.0473016,
76.3416151,
75.1888336,
81.1299612,
77.99450119999999,
79.06251230000001,
82.67793630000001,

35.5870386,
35.7666124,
35.902383699999994,
36.370829900000004,
39.911292599999996,
33.406950099999996,
35.4675338,
44.068631200000006,
45.3685048,
47.2639825,
51.6871939,
61.352978799999995,
60.501381300000006,
61.279067600000005,
60.72528619999999,
60.080908799999996,
62.4485062,
64.3986287,
61.7173127,
64.76846989999999,
68.2771114,
72.79997,
68.94457380000001,
73.1620813,
73.68842520000001,
70.00822380000001,
72.3736588,
71.81561,
79.12809389999998,
81.3651513,

35.427531300000005,
36.7165312,
40.53093379999999,
41.4645325,
41.6925999,
37.644837499999994,
39.2032764,
38.258314999999996,
38.053802700000006,
45.8572324,
41.335173600000005,
49.145749900000006,
53.935453700000004,
54.8878914,
56.997436300000004,
58.268036300000006,
62.79514119999999,
62.67417120000001,
60.08490880000001,
64.3510262,
64.1215162,
67.5005663,
66.06216620000001,
63.208432500000015,
67.9835938,
67.650385,
70.3124862,
73.4138874,
73.7741763,
80.53418359999999,

35.7362888,
36.660178800000004,
33.6645676,
36.5586949,
39.180031,
35.1465099,
40.6269023,
38.7340688,
41.269151199999996,
40.9845201,
42.2929037,
50.96785619999999,
45.0419451,
48.01750139999999,
48.440385000000006,
50.72909489999999,
53.4290223,
51.4664314,
54.2813714,
55.433547499999996,
54.4996263,
57.66725269999999,
52.821856100000005,
57.48922390000001,
64.7786848,
66.42665000000001,
63.9896123,
69.6993026,
72.6046698,
71.69082,

21.4775737,
23.2908514,
36.972641200000005,
36.8683975,
37.9381,
38.127392400000005,
40.299605,
42.85489129999999,
37.372958800000006,
38.163556199999995,
40.3075499,
41.298365,
42.1619587,
44.2064824,
47.1798189,
50.297722500000006,
45.607409800000006,
42.9448956,
50.99727,
53.3386225,
56.0156712,
55.531778700000004,
59.5139848,
58.1510537,
61.88431250000001,
65.08418,
66.5072876,
66.9657337,
67.30016370000001,
76.0456334,

19.5459751,
22.230601299999996,
21.9107264,
23.760936299999997,
22.964565,
25.047172399999997,
29.173728699999998,
33.44363009999999,
30.383447499999996,
38.1935963,
36.3244124,
35.866776400000006,
37.2661124,
39.4603887,
40.1002088,
41.5151987,
44.6760712,
52.6083311,
49.74203630000001,
52.8820453,
54.6156164,
56.4288149,
48.58196480000001,
53.4742024,
56.998529,
57.82003629999999,
59.18785379999999,
61.3460562,
66.3892099,
69.1507386,

20.402482499999998,
22.030688899999998,
22.701432599999997,
22.6507211,
28.27421,
29.454161200000005,
36.759317499999995,
35.29951379999999,
38.323807599999995,
33.5471113,
39.046393699999996,
41.5584688,
37.5108712,
40.5798087,
44.5980774,
46.7397625,
45.936036300000005,
44.435551200000006,
45.1393724,
53.2064614,
54.3069301,
52.246486300000015,
56.3250528,
55.75729520000001,
60.60519250000001,
59.5169852,
63.910398799999996,
63.89074620000001,
59.596205100000006,
65.97751740000001,

20.489884999999997,
21.61891,
21.469382500000002,
20.970196199999997,
22.7562212,
21.6105937,
24.503736000000004,
25.960695000000005,
25.7911899,
25.402305,
34.7381525,
36.9921163,
38.4206551,
34.055600299999995,
38.960641300000006,
46.7513414,
44.991476399999996,
43.8670623,
42.36273130000001,
49.1996026,
47.689496299999995,
51.412713800000006,
49.1513987,
52.9490387,
56.1690976,
55.8098801,
58.7707038,
61.542742699999984,
64.5692176,
72.6923852,

20.208638999999998,
21.1774814,
21.6725037,
22.107522699999997,
21.957891500000002,
22.8080488,
24.310252600000002,
24.138691299999998,
25.030186200000003,
23.9567313,
25.6738549,
24.4183147,
32.060296199999996,
37.859533799999994,
36.6210937,
37.724336400000006,
36.6954112,
34.1158463,
35.667719999999996,
40.5298187,
40.94441629999999,
47.6943664,
53.4304223,
53.042236200000005,
46.7616723,
49.3556214,
52.6661926,
49.0548358,
60.690033799999995,
71.5705237,
